,tensor,cid
106,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.006440083030611277, 0.0, 0.0, 0.0, 0.0, -0.006440083030611277, 0.0, -0.006440083030611277]]",1793-ae9eedb427f5b2235befd37366fc09d7
107,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011979975737631321, 0.023959951475262642]]",1792-45fa465af00a041540e9493d26cef80b
108,"[[-2.605100393295288, -6.512750625610352, -6.512750625610352, -0.18607859313488007, 0.0, -0.18607859313488007, -0.18607859313488007, -0.37215718626976013, -0.18607859313488007, -0.37215718626976013, -0.18607859313488007, -0.9303929805755615, -0.37215718626976013, 0.0, -0.18607859313488007, -0.18607859313488007]]",944-b0d744cb2e26331eb8ed510995949791
109,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0033589957747608423, 0.0033589957747608423]]",1297-None
110,"[[-0.01117903832346201, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01117903832346201, 0.0, -0.01117903832346201]]",1762-a8ec907a5ac10f3960aabf52e1f65f1c
111,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.042767781764268875, -0.021383890882134438]]",1317-a8ec907a5ac10f3960aabf52e1f65f1c
112,"[[-0.09687241166830063, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.1624689102172852, 0.0, -0.19374482333660126, 0.0, 0.0, 0.0, -0.2906172275543213]]",1556-ae9eedb427f5b2235befd37366fc09d7
113,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.05264441296458244, -0.4737997055053711, 0.0, 0.0, 0.0, 0.0, -0.05264441296458244]]",1630-0e117c1684b5ebd6093fc17b468455d1
114,"[[-0.04620889201760292, -0.02310444600880146, -0.06931333988904953, -0.06931333988904953, -0.02310444600880146, -0.02310444600880146, -0.207940012216568, -0.04620889201760292, -0.02310444600880146, -0.02310444600880146, -0.13862667977809906, -0.18483556807041168, -0.18483556807041168, 0.0, -0.02310444600880146, -0.06931333988904953]]",887-ae9eedb427f5b2235befd37366fc09d7
115,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",396-b769b7c4664af95672dabb38a2d2589e
116,"[[0.0, 0.0, 0.0, 0.0, 0.0, -0.0064622568897902966, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0064622568897902966]]",1315-a6ff91bca049d542a6c0e42e195e2beb
117,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1101-a8ec907a5ac10f3960aabf52e1f65f1c
118,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1098-ae9eedb427f5b2235befd37366fc09d7
119,"[[0.0, -0.00822028610855341, -0.00822028610855341, -0.01644057221710682, -0.00822028610855341, -0.00822028610855341, 0.0, -0.00822028610855341, -0.00822028610855341, 0.0, 0.0, -0.00822028610855341, -0.00822028610855341, 0.0, 0.0, -0.00822028610855341]]",1611-ae9eedb427f5b2235befd37366fc09d7
120,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1017-b769b7c4664af95672dabb38a2d2589e
121,"[[0.0, -0.021293796598911285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.021293796598911285, -0.021293796598911285, 0.0, 0.0, 0.0, -0.021293796598911285]]",725-0e117c1684b5ebd6093fc17b468455d1
122,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1308-0af607c2fa9f1ba55a2f31b9f4799d25
123,"[[-0.025472747161984444, -0.012736373580992222, -0.012736373580992222, 0.0, -0.03820912167429924, -0.012736373580992222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.012736373580992222, 0.0, -0.025472747161984444]]",1994-dd5bfb1593b5f51e80129bcba8f4a805
124,"[[0.0, -0.009586546570062637, 0.0, -0.1533847451210022, 0.0, -0.08627891540527344, -0.22049057483673096, 0.0, -0.019173093140125275, -0.009586546570062637, 0.0, 0.0, -0.028759639710187912, -0.028759639710187912, 0.0, -0.12462510168552399]]",1133-c98f23c5f01e87429e00db4566cca238
125,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.011075565591454506, 0.0, 0.0, 0.0, -0.011075565591454506]]",1542-ae9eedb427f5b2235befd37366fc09d7
126,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04193881154060364, 0.0, 0.0, -0.2096940577030182, -0.04193881154060364]]",1468-0e117c1684b5ebd6093fc17b468455d1
127,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1796-c98f23c5f01e87429e00db4566cca238
128,"[[-15.913677215576172, -6.584969520568848, -1.0974949598312378, -3.8412322998046875, -5.4874749183654785, -10.974949836730957, -96.57955932617188, -5.4874749183654785, -1.646242380142212, -4.389979839324951, -4.389979839324951, -3.292484760284424, -4.389979839324951, -3.292484760284424, -39.50981903076172, -4.389979839324951]]",1039-8c30f7084880dafa1075f78d20d66cde
129,"[[-0.04852023720741272, -0.06199808418750763, -0.02426011860370636, -0.02426011860370636, -0.032346826046705246, -0.032346826046705246, -0.032346826046705246, -0.032346826046705246, -0.04582466930150986, -0.043129101395606995, -0.018868982791900635, -0.013477844186127186, -0.02426011860370636, -0.029651258140802383, -0.07008478790521622, -0.02426011860370636]]",828-None
130,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.005519240628927946]]",944-b769b7c4664af95672dabb38a2d2589e
131,"[[-0.04391802102327347, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",2013-a8ec907a5ac10f3960aabf52e1f65f1c
132,"[[0.0, -0.010544679127633572, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010544679127633572, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.021089358255267143]]",1752-3426d7dd6b951a03fef2668967d20ccd
133,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.6536054611206055]]",1039-e98eb8caab7a81258e290f20d4557d9f
134,"[[-10.92734146118164, -4.370936393737793, -2.1854681968688965, 0.0, -211.99041748046875, -185.76480102539062, -56.822174072265625, -28.411087036132812, -17.483745574951172, -2.1854681968688965, -2.1854681968688965, -6.5564045906066895, 0.0, 0.0, -640.3421630859375, -126.75715637207031]]",964-ae9eedb427f5b2235befd37366fc09d7
135,"[[-0.08260449767112732, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",826-ae9eedb427f5b2235befd37366fc09d7
136,"[[-0.06749586015939713, -0.20248758792877197, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",856-89b7fffd8b0ee20aa30976e16d5030b2
137,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1492-2d1283337e01d2a4cc95303b0c0d030a
138,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1573-None
139,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.00787015724927187, 0.0, -0.00787015724927187, 0.0, 0.0, -0.00787015724927187, 0.0, 0.0, -0.023610472679138184]]",1299-183abbbe8fae350cc608984e93217b67
140,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1622-d8dd2ff322668978ef960e3b62718caf
141,"[[0.0025556476321071386, 0.003833471331745386, 0.0012778238160535693, 0.0, 0.0, 0.0025556476321071386, 0.0025556476321071386, 0.0025556476321071386, 0.0012778238160535693, 0.003833471331745386, 0.003833471331745386, 0.0025556476321071386, 0.0, 0.006389119196683168, 0.007666942663490772, 0.003833471331745386]]",868-bc60740bd945df22b941326f4ee149a4
142,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1788-c019143b4225157db7126521e8138a80
143,"[[-0.42055660486221313, -0.42055660486221313, -0.5046679377555847, -0.14018553495407104, -0.02803710661828518, 0.0, -0.02803710661828518, 0.0, -0.02803710661828518, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.02803710661828518]]",1792-a31863de508e32f7083b20e47159a977
144,"[[0.07895982265472412, 0.013732142746448517, 0.017165178433060646, 0.027464285492897034, 0.010299107059836388, 0.006866071373224258, 0.010299107059836388, 0.0, 0.010299107059836388, 0.006866071373224258, 0.003433035686612129, 0.013732142746448517, 0.024031249806284904, 0.017165178433060646, 0.010299107059836388, 0.003433035686612129]]",1034-183abbbe8fae350cc608984e93217b67
145,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04095355048775673]]",1175-0e117c1684b5ebd6093fc17b468455d1
146,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1343-ff0ad3b6b2c6b4ead7e211741c3e6079
147,"[[0.0, 0.0, 0.0, 0.0, -0.03845600783824921, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.019228003919124603]]",1630-b769b7c4664af95672dabb38a2d2589e
148,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1628-8c30f7084880dafa1075f78d20d66cde
149,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1794-945aba0d61c82ce0703573f9a8cb7028
150,"[[-0.04005705192685127, 0.0, 0.0, 0.0, 0.0, -0.020028525963425636, -0.04005705192685127, -0.04005705192685127, 0.0, 0.0, 0.0, -0.020028525963425636, 0.0, 0.0, -0.020028525963425636, -0.020028525963425636]]",1308-b769b7c4664af95672dabb38a2d2589e
151,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1579-a31863de508e32f7083b20e47159a977
152,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.058114372193813324, 0.058114372193813324, 0.0726429671049118, 0.014528593048453331]]",1297-945aba0d61c82ce0703573f9a8cb7028
153,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01279384084045887]]",1619-89b7fffd8b0ee20aa30976e16d5030b2
154,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1649-a8ec907a5ac10f3960aabf52e1f65f1c
155,"[[0.0, -0.011811749078333378, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.011811749078333378, 0.0, -0.011811749078333378, -0.011811749078333378]]",1485-a31863de508e32f7083b20e47159a977
156,"[[0.0, -0.0002467687299940735, 0.0, -0.0002467687299940735, 0.0, 0.0, -0.000740306219086051, -0.0002467687299940735, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.000493537459988147]]",944-6c0300c09cfa4e3e433ac2351fdd1116
157,"[[0.0, 0.0, 0.0, 0.0, -0.023014411330223083, 0.0, 0.0, 0.0, 0.0, -0.023014411330223083, 0.0, 0.0, 0.0, 0.0, 0.0, -0.023014411330223083]]",1736-0bd0bfa6a30999889fa2f08717dda756
158,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01279384084045887]]",1484-3426d7dd6b951a03fef2668967d20ccd
159,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",926-6c0300c09cfa4e3e433ac2351fdd1116
160,"[[0.0, 0.0, 0.0, 0.0, 0.0, -0.019750643521547318, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.009875321760773659]]",405-ae9eedb427f5b2235befd37366fc09d7
161,"[[-7.035299301147461, -11.256479263305664, -9.849419593811035, 0.0, -37.99061584472656, -42.91532897949219, -60.50357437133789, -94.97654724121094, -9.849419593811035, -11.960009574890137, -5.628239631652832, -9.849419593811035, -8.442359924316406, -16.884719848632812, -9.145889282226562, -7.738829612731934]]",655-a101623080cb3f4fa2cc6d58b1235320
162,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1278-3426d7dd6b951a03fef2668967d20ccd
163,"[[-0.13221357762813568, -0.04407119378447533, 0.0, 0.0, -0.04407119378447533, -0.04407119378447533, 0.0, 0.0, 0.0, -0.1762847751379013, -0.08814238756895065, 0.0, 0.0, 0.0, -0.04407119378447533, -0.04407119378447533]]",1631-b769b7c4664af95672dabb38a2d2589e
164,"[[0.0, -0.01784845069050789, 0.0, -0.01784845069050789, -0.03569690138101578, -0.03569690138101578, -0.08924224972724915, -0.053545352071523666, -0.01784845069050789, 0.0, -0.01784845069050789, -0.053545352071523666, -0.053545352071523666, -0.03569690138101578, -0.03569690138101578, -0.01784845069050789]]",887-12e7c293896a388a07202a0ded43c0ed
165,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01279384084045887]]",1755-d8dd2ff322668978ef960e3b62718caf
166,"[[0.0, 0.0, -0.012013179250061512, -0.006006589625030756, -0.006006589625030756, -0.006006589625030756, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.006006589625030756]]",952-ff0ad3b6b2c6b4ead7e211741c3e6079
167,"[[0.0, 0.0, -0.02317715808749199, 0.0, 0.0, 0.0, -0.02317715808749199, -0.04635431617498398, 0.0, 0.0, -0.04635431617498398, -0.02317715808749199, 0.0, 0.0, 0.0, -0.02317715808749199]]",1015-c98f23c5f01e87429e00db4566cca238
168,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1572-a8ec907a5ac10f3960aabf52e1f65f1c
169,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1756-0af607c2fa9f1ba55a2f31b9f4799d25
170,"[[-1.5674333572387695, -1.2315547466278076, -1.5674333572387695, -1.2315547466278076, -1.343514323234558, -2.798988103866577, -1.6793928146362305, -1.5674333572387695, -1.2315547466278076, -1.2315547466278076, -2.3511500358581543, -1.455473780632019, -3.134866714477539, -3.134866714477539, -3.806623935699463, -0.44783809781074524]]",1236-3426d7dd6b951a03fef2668967d20ccd
171,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1343-8337b9cef94666f2dd2dde02a8292544
172,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",645-None
173,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1622-b769b7c4664af95672dabb38a2d2589e
174,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1211-0e117c1684b5ebd6093fc17b468455d1
175,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.00757802976295352, -0.00757802976295352, 0.0, 0.0, 0.0, 0.0, 0.0, -0.00757802976295352, -0.00757802976295352, -0.00757802976295352]]",1301-a8ec907a5ac10f3960aabf52e1f65f1c
176,"[[0.07131270319223404, 0.0, 0.014262541197240353, 0.014262541197240353, 0.04278762266039848, 0.014262541197240353, 0.05705016478896141, 0.014262541197240353, 0.028525082394480705, 0.028525082394480705, 0.04278762266039848, 0.0, 0.028525082394480705, 0.04278762266039848, 0.028525082394480705, 0.04278762266039848]]",1167-bc60740bd945df22b941326f4ee149a4
177,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1094-3953701085a61d85aa3495dcf7538988
178,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01279384084045887]]",811-ff0ad3b6b2c6b4ead7e211741c3e6079
179,"[[0.0, 0.0, -0.005769164301455021, -0.011538328602910042, -0.005769164301455021, -0.005769164301455021, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.005769164301455021]]",1617-183abbbe8fae350cc608984e93217b67
180,"[[0.0, -0.040008120238780975, 0.0, 0.0, -0.010002030059695244, 0.0, 0.0, 0.0, -0.020004060119390488, 0.0, -0.010002030059695244, 0.0, 0.0, 0.0, 0.0, -0.020004060119390488]]",1804-a31863de508e32f7083b20e47159a977
181,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01296798512339592, 0.0648399293422699, 0.0648399293422699, 0.02593597024679184, 0.0648399293422699, 0.0, 0.05187194049358368, 0.02593597024679184, 0.0, 0.02593597024679184]]",959-7cff2e687e4d4557864a33ffbcb16738
182,"[[-0.014327982440590858, 0.0, 0.0, 0.0, -0.014327982440590858, 0.0, 0.0, 0.0, -0.014327982440590858, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",544-00cd589134bd6ca0b319fa06e38d4f19
183,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.042075395584106445, -0.042075395584106445, -0.21037697792053223, -0.042075395584106445, 0.0, 0.0, -0.08415079116821289, -0.042075395584106445]]",1390-3426d7dd6b951a03fef2668967d20ccd
184,"[[0.0, 0.0, 0.0, 0.0008063478744588792, 0.0, 0.0016126957489177585, 0.0016126957489177585, 0.0008063478744588792, 0.0, 0.0, 0.0008063478744588792, 0.0, 0.0008063478744588792, 0.0, 0.0, 0.007257130928337574]]",750-945aba0d61c82ce0703573f9a8cb7028
185,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1053-ae9eedb427f5b2235befd37366fc09d7
186,"[[-0.045100703835487366, 0.0, -0.045100703835487366, -0.09020140767097473, 0.0, 0.0, 0.0, -0.09020140767097473, -0.045100703835487366, -0.09020140767097473, -0.18040281534194946, -0.45100703835487366, 0.0, -0.045100703835487366, 0.0, -0.045100703835487366]]",1235-7cff2e687e4d4557864a33ffbcb16738
187,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",407-a8ec907a5ac10f3960aabf52e1f65f1c
188,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1344-bf2b729332ba6c513c7e529a879fbb7a
189,"[[0.0, 0.0, -1.3305819034576416, -0.798349142074585, -1.59669828414917, -1.729756474494934, -0.13305819034576416, -0.3991745710372925, -0.3991745710372925, -0.13305819034576416, -0.3991745710372925, -0.2661163806915283, 0.0, -0.3991745710372925, -0.2661163806915283, -0.13305819034576416]]",943-dc7f74209b018e293a574b44e2aad001
190,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",887-7dff2709130bc800b0144d91795bc870
191,"[[0.0, 0.0, 0.0, 0.0, 0.02681858092546463, 0.0, 0.02681858092546463, 0.05363716185092926, 0.02681858092546463, 0.0, 0.02681858092546463, 0.0, 0.02681858092546463, 0.10727432370185852, 0.08045574277639389, 0.08045574277639389]]",1791-08db04af40bbfdac104003fe3e310bc9
192,"[[-0.13545629382133484, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1644-a8ec907a5ac10f3960aabf52e1f65f1c
193,"[[-0.0007991505553945899, -0.0005327670369297266, -0.0015983011107891798, -0.0010655340738594532, 0.0, -0.0002663835184648633, -0.0005327670369297266, 0.0, 0.0, 0.0, -0.0002663835184648633, 0.0, -0.0002663835184648633, -0.0002663835184648633, 0.0, -0.0005327670369297266]]",887-cd130f9088f23d67bce0e13c9eb329b0
194,"[[-0.01050235703587532, -0.01050235703587532, 0.0, -0.02100471407175064, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1356-None
195,"[[-4.394917011260986, 0.0, 0.0, -10.787524223327637, -5.593530654907227, -5.993068695068359, -3.595841407775879, -2.3972275257110596, -0.39953792095184326, -0.39953792095184326, -9.189372062683105, -5.593530654907227, -15.182440757751465, -0.39953792095184326, -15.98151683807373, -1.598151683807373]]",1243-8337b9cef94666f2dd2dde02a8292544
196,"[[-37.49568557739258, -53.34437942504883, -5.798302173614502, -9.663836479187012, -5.41174840927124, -6.957962512969971, -5.025195121765137, -6.957962512969971, -6.571408748626709, -6.1848554611206055, -8.890729904174805, -5.025195121765137, -7.731069564819336, -5.798302173614502, -3.0924277305603027, -0.7731069326400757]]",662-69d0b4abd8f6898511de6ae46046eb37
197,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01279384084045887]]",952-a31863de508e32f7083b20e47159a977
198,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1647-183abbbe8fae350cc608984e93217b67
199,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",1553-945aba0d61c82ce0703573f9a8cb7028
200,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",860-bc60740bd945df22b941326f4ee149a4
201,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",544-3426d7dd6b951a03fef2668967d20ccd
202,"[[-0.4035193622112274, -0.8070387244224548, -18.76365089416504, 0.0, 0.0, 0.0, -0.2017596811056137, -0.2017596811056137, -0.2017596811056137, -0.2017596811056137, 0.0, 0.0, -0.2017596811056137, -0.2017596811056137, 0.0, 0.0]]",896-2096785ca2e9aa336da5ac31a4e301d9
203,"[[-0.07029028236865997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1713-0af607c2fa9f1ba55a2f31b9f4799d25
204,"[[0.0, 0.0, -0.05041046440601349, 0.0, 0.0, -0.15123139321804047, -0.6049255728721619, -0.20164185762405396, -0.05041046440601349, 0.0, 0.0, 0.0, 0.0, -0.05041046440601349, -0.10082092881202698, -0.05041046440601349]]",943-2d84eeebfd03bec8c60e41a7d2d773bd
205,"[[0.0, 0.0, 0.0, 0.0, 0.0, -0.0005421369569376111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0010842739138752222]]",946-d652fe8e03e91d2a282fe613952fea13
206,"[[0.0, 0.04015645012259483, 0.0, 0.020078225061297417, 0.0, 0.0, 0.0, 0.0, 0.10039112716913223, 0.020078225061297417, 0.0602346733212471, 0.10039112716913223, 0.020078225061297417, 0.04015645012259483, 0.020078225061297417, 0.10039112716913223]]",1791-c1e0462dce94ea50450c87258ca8be83
207,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",737-183abbbe8fae350cc608984e93217b67
208,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1231-373a0f8f67485c5f87a436232be6704a
209,"[[-0.015220623463392258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1373-0e117c1684b5ebd6093fc17b468455d1
210,"[[-0.03776455298066139, -0.03776455298066139, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.02517636865377426]]",1747-ff0ad3b6b2c6b4ead7e211741c3e6079
211,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010954093188047409]]",932-0e117c1684b5ebd6093fc17b468455d1
